value,count,percentage,source,column
DataCite Metadata Schema,18,14.0625,WDS,Metadata Standard Name
DIF - Directory Interchange Format,13,10.15625,WDS,Metadata Standard Name
Repository-Developed Metadata Schemas,9,7.03125,WDS,Metadata Standard Name
CF (Climate and Forecast) Metadata Conventions,9,7.03125,WDS,Metadata Standard Name
DDI - Data Documentation Initiative,8,6.25,WDS,Metadata Standard Name
FGDC/CSDGM - Federal Geographic Data Committee Content Standard for Digital Geospatial Metadata,8,6.25,WDS,Metadata Standard Name
OAI-ORE - Open Archives Initiative Object Reuse and Exchange,3,2.34375,WDS,Metadata Standard Name
Darwin Core,3,2.34375,WDS,Metadata Standard Name
DCAT - Data Catalog Vocabulary,2,1.5625,WDS,Metadata Standard Name
EML - Ecological Metadata Language,2,1.5625,WDS,Metadata Standard Name
FITS - Flexible Image Transport System,1,0.78125,WDS,Metadata Standard Name
International Virtual Observatory Alliance Technical Specifications,1,0.78125,WDS,Metadata Standard Name
RDF Data Cube Vocabulary,1,0.78125,WDS,Metadata Standard Name
SPASE Data Model,1,0.78125,WDS,Metadata Standard Name
ABCD - Access to Biological Collection Data,1,0.78125,WDS,Metadata Standard Name
ISA-Tab,1,0.78125,WDS,Metadata Standard Name
DCC,128,100.0,WDS,Metadata Standard Scheme
yes,71,80.68181818181817,WDS,Quality Management
unknown,17,19.31818181818182,WDS,Quality Management
restricted,73,78.49462365591397,WDS,Data Upload Type
closed,17,18.27956989247312,WDS,Data Upload Type
open,3,3.225806451612903,WDS,Data Upload Type
registration,37,44.57831325301205,WDS,Data Upload Restriction
other,27,32.53012048192771,WDS,Data Upload Restriction
institutional membership,12,14.4578313253012,WDS,Data Upload Restriction
feeRequired,7,8.433734939759036,WDS,Data Upload Restriction
Guidelines for Depositors,1,2.222222222222222,WDS,Data Upload License Name
Deposit of material,1,2.222222222222222,WDS,Data Upload License Name
Data Rights & Related Issues,1,2.222222222222222,WDS,Data Upload License Name
Data use statement of WDC-RRE,1,2.222222222222222,WDS,Data Upload License Name
General guidelines for Data Submission,1,2.222222222222222,WDS,Data Upload License Name
Guidelines,1,2.222222222222222,WDS,Data Upload License Name
Data submit guidelines,1,2.222222222222222,WDS,Data Upload License Name
Contribution and Participation,1,2.222222222222222,WDS,Data Upload License Name
Terms of use,1,2.222222222222222,WDS,Data Upload License Name
AODN Contributing Data,1,2.222222222222222,WDS,Data Upload License Name
Terms of Use,1,2.222222222222222,WDS,Data Upload License Name
wwPDB deposition information,1,2.222222222222222,WDS,Data Upload License Name
Submitting Your Data,1,2.222222222222222,WDS,Data Upload License Name
DRI Deosit Terms and Conditions,1,2.222222222222222,WDS,Data Upload License Name
OTN Data Policy,1,2.222222222222222,WDS,Data Upload License Name
Terms and conditions of submission,1,2.222222222222222,WDS,Data Upload License Name
Data Upload,1,2.222222222222222,WDS,Data Upload License Name
Submission portal,1,2.222222222222222,WDS,Data Upload License Name
Deposit,1,2.222222222222222,WDS,Data Upload License Name
University of Victoria DataverseLogo for Borealis: The Canadian Dataverse Repository Collection Deposit Guidelines,1,2.222222222222222,WDS,Data Upload License Name
Submission guidelines,1,2.222222222222222,WDS,Data Upload License Name
CDDIS File Upload Procedures,1,2.222222222222222,WDS,Data Upload License Name
Depositor-Archivist Agreement DOBES-DAA-V1,1,2.222222222222222,WDS,Data Upload License Name
How to Get Started Contributing Data,1,2.222222222222222,WDS,Data Upload License Name
DOBES Code of Conduct v2,1,2.222222222222222,WDS,Data Upload License Name
Data Management for Data Providers,1,2.222222222222222,WDS,Data Upload License Name
Data and Metadata Upload,1,2.222222222222222,WDS,Data Upload License Name
Data publisher agreement,1,2.222222222222222,WDS,Data Upload License Name
Data Rights & related issues,1,2.222222222222222,WDS,Data Upload License Name
NSIDC DAAC Data Acceptance Plan,1,2.222222222222222,WDS,Data Upload License Name
submit data,1,2.222222222222222,WDS,Data Upload License Name
Data Submission,1,2.222222222222222,WDS,Data Upload License Name
Depositing Data with the Australian Data Archive,1,2.222222222222222,WDS,Data Upload License Name
Data Acquisition & Use,1,2.222222222222222,WDS,Data Upload License Name
NGDC Digital Data Deposit Application,1,2.222222222222222,WDS,Data Upload License Name
submission guides,1,2.222222222222222,WDS,Data Upload License Name
Deposit a Structure in the CSD,1,2.222222222222222,WDS,Data Upload License Name
Deposit data,1,2.222222222222222,WDS,Data Upload License Name
Deposit Agreement,1,2.222222222222222,WDS,Data Upload License Name
Deposit Data,1,2.222222222222222,WDS,Data Upload License Name
Start Deposit,1,2.222222222222222,WDS,Data Upload License Name
Data Submission Preparation Guide,1,2.222222222222222,WDS,Data Upload License Name
CC,1,2.222222222222222,WDS,Data Upload License Name
Upload and Contribute to tDAR,1,2.222222222222222,WDS,Data Upload License Name
General Procedure for Data Depositors,1,2.222222222222222,WDS,Data Upload License Name
other,76,45.23809523809524,WDS,Data License Name
CC,34,20.23809523809524,WDS,Data License Name
Copyrights,33,19.64285714285714,WDS,Data License Name
Public Domain,13,7.738095238095238,WDS,Data License Name
CC0,6,3.571428571428571,WDS,Data License Name
OGL,3,1.785714285714286,WDS,Data License Name
ODC,2,1.19047619047619,WDS,Data License Name
Apache License 2.0,1,0.5952380952380952,WDS,Data License Name
registration,35,48.61111111111111,WDS,Data Access Restriction
other,19,26.38888888888889,WDS,Data Access Restriction
feeRequired,14,19.44444444444445,WDS,Data Access Restriction
institutional membership,4,5.555555555555555,WDS,Data Access Restriction
open,79,49.06832298136646,WDS,Data Access Type
restricted,58,36.02484472049689,WDS,Data Access Type
embargoed,15,9.316770186335404,WDS,Data Access Type
closed,9,5.590062111801243,WDS,Data Access Type
other,1,50.0,WDS,Database Access Restriction
registration,1,50.0,WDS,Database Access Restriction
open,92,98.9247311827957,WDS,Database Access Type
restricted,1,1.075268817204301,WDS,Database Access Type
other,50,57.47126436781609,WDS,Certificate
WDS,35,40.22988505747126,WDS,Certificate
CLARIN certificate B,1,1.149425287356322,WDS,Certificate
Trusted Digital Repository,1,1.149425287356322,WDS,Certificate
DOI,64,68.81720430107528,WDS,PID System
none,23,24.73118279569892,WDS,PID System
hdl,3,3.225806451612903,WDS,PID System
ARK,2,2.150537634408602,WDS,PID System
other,1,1.075268817204301,WDS,PID System
ORCID,8,100.0,WDS,AID System
